  PERMNO        date           msft        vwretd        ewretd        sprtrn
   10107    20031223      -0.001104      0.003669      0.005755      0.002818
   10107    20031224      -0.004052     -0.001087      0.001372     -0.001807
   10107    20031226       0.006287      0.001950      0.004383      0.001691
   10107    20031229       0.009188      0.012796      0.011611      0.012401
   10107    20031230       0.002185      0.000765      0.003599      0.000144
   10107    20031231      -0.005451      0.000033     -0.001174      0.002055
   10107    20040102       0.002923     -0.000786      0.006070     -0.003094
   10107    20040105       0.025137      0.012266      0.012936      0.012395
   10107    20040106       0.003554      0.001950      0.004868      0.001292
   10107    20040107      -0.001062      0.002715      0.005653      0.002367
   10107    20040108      -0.001772      0.004865      0.008348      0.004963
   10107    20040109      -0.017756     -0.006231     -0.000313     -0.008888
   10107    20040112      -0.003254      0.005254      0.008830      0.004787
   10107    20040113      -0.005078     -0.004593     -0.000546     -0.005332
   10107    20040114       0.009843      0.007246      0.006933      0.008295
   10107    20040115      -0.005776      0.001137      0.001466      0.001353
   10107    20040116       0.009804      0.006975      0.008029      0.006872
   10107    20040120       0.010428      0.002586      0.012299     -0.000930
   10107    20040121       0.007117      0.005597      0.002608      0.007772
   10107    20040122      -0.010247     -0.002895     -0.003088     -0.003207
   10107    20040123       0.016780     -0.001379      0.003266     -0.002089
   10107    20040126       0.011236      0.010495      0.007669      0.012106
   10107    20040127      -0.019097     -0.008577     -0.002394     -0.009798
   10107    20040128      -0.019115     -0.014186     -0.013049     -0.013610
   10107    20040129       0.007218      0.001366     -0.008374      0.004989
   10107    20040130      -0.009316     -0.000616      0.003530     -0.002628
   10107    20040202      -0.009042      0.002934      0.000397      0.003651
   10107    20040203      -0.004015      0.000129      0.000035      0.000678
   10107    20040204      -0.010260     -0.009921     -0.014544     -0.008371
   10107    20040205      -0.001851      0.002280      0.001911      0.001838
   10107    20040206       0.004451      0.014348      0.016339      0.012555
   10107    20040209      -0.006647     -0.000400      0.004509     -0.002581
   10107    20040210       0.004461      0.005811      0.007230      0.005027
   10107    20040211       0.004811      0.010257      0.007439      0.010667
   10107    20040212      -0.007366     -0.004532     -0.002436     -0.004880
   10107    20040213      -0.013358     -0.005320     -0.005332     -0.005468
   10107    20040217       0.015043      0.009802      0.009204      0.009757
   10107    20040218      -0.008151     -0.004462     -0.003134     -0.004468
   10107    20040219      -0.011580     -0.005333     -0.006904     -0.004133
   10107    20040220       0.004157     -0.003535     -0.005238     -0.002572
   10107    20040223       0.001505     -0.005030     -0.010800     -0.002727
   10107    20040224       0.010147     -0.000970     -0.002408     -0.001665
   10107    20040225      -0.006696      0.005122      0.006740      0.004021
   10107    20040226      -0.007491      0.002926      0.006325      0.001084
   10107    20040227       0.001132      0.001566      0.005456      0.000026
   10107    20040301       0.006408      0.010248      0.012118      0.009625
   10107    20040302      -0.011611     -0.005627     -0.002248     -0.005934
   10107    20040303      -0.000758      0.001201      0.002227      0.001688
   10107    20040304       0.000000      0.004562      0.007842      0.003336
   10107    20040305      -0.000758      0.002974      0.003454      0.001723
   10107    20040308      -0.019734     -0.008042     -0.006010     -0.008350
   10107    20040309      -0.004259     -0.006624     -0.007299     -0.005779
   10107    20040310      -0.013608     -0.015174     -0.014762     -0.014633
   10107    20040311      -0.011037     -0.013986     -0.011873     -0.015224
   10107    20040312       0.011558      0.012785      0.014299      0.012460
   10107    20040315      -0.008668     -0.015542     -0.016513     -0.014350
   10107    20040316       0.000795      0.004597     -0.001220      0.005623
   10107    20040317      -0.001986      0.012465      0.013407      0.011749
   10107    20040318      -0.009550     -0.001500     -0.001807     -0.001273
   10107    20040319      -0.010446     -0.009451     -0.003020     -0.011173
   10107    20040322      -0.005278     -0.014016     -0.016140     -0.012958
   10107    20040323      -0.014286     -0.000694      0.001573     -0.001324
   10107    20040324       0.010766     -0.003346     -0.003036     -0.002395
   10107    20040325       0.031954      0.016656      0.013398      0.016365
   10107    20040326      -0.006352      0.000327      0.003268     -0.001019
   10107    20040329       0.011187      0.013132      0.011186      0.013005
   10107    20040330      -0.004346      0.005166      0.006653      0.004036
   10107    20040331      -0.010714      0.000196      0.004052     -0.000701
   10107    20040401       0.006017      0.006666      0.006876      0.005292
   10107    20040402       0.030702      0.008592      0.009104      0.008515
   10107    20040405       0.003907      0.006556      0.005305      0.007672
   10107    20040406      -0.005819     -0.003450     -0.006199     -0.002095
   10107    20040407      -0.008139     -0.004299      0.001555     -0.006645
   10107    20040408      -0.004299     -0.001938     -0.000685     -0.001061
   10107    20040412       0.005102      0.003962      0.004262      0.005161
   10107    20040413      -0.006248     -0.014924     -0.014536     -0.013762
   10107    20040414       0.002358     -0.003324     -0.007152     -0.001124
   10107    20040415      -0.011564     -0.000082     -0.001682      0.000594
   10107    20040416      -0.002181      0.004869      0.004400      0.005111
   10107    20040419       0.014706      0.002223      0.004071      0.001066
   10107    20040420      -0.007834     -0.015426     -0.012450     -0.015557
   10107    20040421       0.004737      0.005474      0.002376      0.005312
   10107    20040422       0.019646      0.014496      0.010784      0.014091
   10107    20040423       0.061272     -0.000306     -0.000902      0.000588
   10107    20040426      -0.010893     -0.003132     -0.002583     -0.004445
   10107    20040427      -0.000734      0.001196     -0.000098      0.002272
   10107    20040428      -0.024247     -0.015813     -0.017847     -0.013795
   10107    20040429      -0.003012     -0.008793     -0.014693     -0.007591
   10107    20040430      -0.013218     -0.006457     -0.010760     -0.005916
   10107    20040503       0.008419      0.008485      0.001712      0.009203
   10107    20040504      -0.000759      0.003537      0.006555      0.001843
   10107    20040505      -0.001139      0.002455      0.003218      0.001769
   10107    20040506      -0.006844     -0.008366     -0.011141     -0.006723
   10107    20040507      -0.013017     -0.015959     -0.016934     -0.013725
   10107    20040510       0.005818     -0.013775     -0.021226     -0.010540
   10107    20040511       0.000386      0.009890      0.012822      0.007662
   10107    20040512       0.000000      0.001160     -0.001461      0.001671
   10107    20040513       0.006168     -0.000876     -0.001152     -0.000766
   10107    20040514      -0.009195     -0.001335     -0.003696     -0.000675
   10107    20040517      -0.012374     -0.010752     -0.013039     -0.010587
   10107    20040518       0.011355      0.007791      0.007593      0.006817
   10107    20040519      -0.008130     -0.001133      0.002872     -0.002574
   10107    20040520       0.004293      0.000392     -0.001566      0.000468
   10107    20040521       0.006218      0.004468      0.006044      0.004012
   10107    20040524      -0.005021      0.003709      0.006881      0.001692
   10107    20040525       0.013199      0.016326      0.014261      0.016104
   10107    20040526       0.001533      0.002683      0.005591      0.001698
   10107    20040527       0.001913      0.005661      0.004970      0.005686
   10107    20040528       0.001527      0.000315      0.003178     -0.000535
   10107    20040601      -0.004575      0.001376      0.002290      0.000464
   10107    20040602       0.000766      0.002946      0.002682      0.003380
   10107    20040603      -0.009185     -0.008543     -0.009511     -0.007422
   10107    20040604       0.002318      0.006059      0.006289      0.005248
   10107    20040607       0.018497      0.015579      0.012268      0.015964
   10107    20040608       0.006432      0.000591     -0.000904      0.001543
   10107    20040609      -0.004887     -0.010734     -0.010233     -0.009499
   10107    20040610       0.011334      0.003555      0.000846      0.004543
   10107    20040614       0.004856     -0.011038     -0.013466     -0.009837
   10107    20040615       0.018773      0.007984      0.009432      0.005972
   10107    20040616      -0.003102      0.001385      0.001809      0.001369
   10107    20040617       0.016435     -0.000465     -0.000447     -0.001332
   10107    20040618       0.020923      0.002180     -0.000298      0.002624
   10107    20040621       0.000000     -0.003701     -0.001542     -0.004159
   10107    20040622      -0.002116      0.003833      0.003032      0.003636
   10107    20040623       0.000353      0.008847      0.008443      0.008507
   10107    20040624       0.003180     -0.001963      0.001372     -0.002981
   10107    20040625       0.006340     -0.001975      0.004420     -0.005453
   10107    20040628      -0.010150     -0.002295     -0.002598     -0.000952
   10107    20040629       0.007779      0.002705      0.003791      0.002515
   10107    20040630       0.002105      0.005476      0.006791      0.004084
   10107    20040701       0.002451     -0.009919     -0.007864     -0.010431
   10107    20040702      -0.002096     -0.001822      0.001429     -0.003153
   10107    20040706      -0.019251     -0.008961     -0.010532     -0.008148
   10107    20040707       0.002855      0.001941      0.000561      0.001899
   10107    20040708      -0.016370     -0.009204     -0.012083     -0.008244
   10107    20040709       0.007960      0.003278      0.002667      0.003336
   10107    20040712       0.001077      0.000056     -0.002864      0.001384
   10107    20040713      -0.010398      0.000521     -0.000969      0.000709
   10107    20040714       0.019203     -0.002641     -0.003875     -0.003291
   10107    20040715      -0.009243     -0.003301      0.000464     -0.004301
   10107    20040716      -0.013994     -0.004657     -0.006543     -0.004789
   10107    20040719       0.017103     -0.000598     -0.004277     -0.000445
   10107    20040720       0.013238      0.007468      0.008188      0.007058
   10107    20040721       0.019068     -0.014464     -0.015712     -0.013340
   10107    20040722       0.004851      0.000818     -0.004281      0.002706
   10107    20040723      -0.033448     -0.010186     -0.010544     -0.009701
   10107    20040726       0.022476     -0.004682     -0.009917     -0.001970
   10107    20040727      -0.007676      0.010385      0.010437      0.009935
   10107    20040728       0.004923     -0.000162     -0.001939      0.000539
   10107    20040729      -0.003499      0.006650      0.010063      0.004574
   10107    20040730       0.000351      0.001471      0.006061      0.001172
   10107    20040802       0.001053      0.003532     -0.001308      0.004448
   10107    20040803      -0.015778     -0.006662     -0.006846     -0.006262
   10107    20040804      -0.000356     -0.002272     -0.003547     -0.000964
   10107    20040805      -0.018888     -0.015919     -0.012299     -0.016320
   10107    20040806      -0.014166     -0.014944     -0.015345     -0.015481
   10107    20040809       0.001474      0.000131     -0.004102      0.001175
   10107    20040810       0.019868      0.013192      0.011239      0.012974
   10107    20040811      -0.011183     -0.003383     -0.006460     -0.003012
   10107    20040812      -0.019336     -0.011630     -0.011899     -0.011675
   10107    20040813       0.005208      0.001961      0.000769      0.001477
   10107    20040816       0.002591      0.013976      0.010960      0.013655
   10107    20040817      -0.001477      0.002928      0.004402      0.002196
   10107    20040818       0.015157      0.012865      0.013786      0.012443
   10107    20040819      -0.012382     -0.003137     -0.001599     -0.003598
   10107    20040820       0.002950      0.008170      0.011319      0.006525
   10107    20040823       0.004412     -0.003438     -0.002820     -0.002431
   10107    20040824       0.000000      0.000578      0.000581      0.000465
   10107    20040825       0.011380      0.007997      0.007774      0.008000
   10107    20040826      -0.003993     -0.000349     -0.001208      0.000118
   10107    20040827       0.000729      0.002979      0.005450      0.002425
   10107    20040830      -0.005827     -0.008134     -0.005767     -0.007781
   10107    20040831       0.000000      0.005090      0.005749      0.004631
   10107    20040901       0.003297      0.003412      0.004552      0.001512
   10107    20040902       0.008397      0.010564      0.008554      0.011212
   10107    20040903      -0.018465     -0.004239     -0.003307     -0.004185
   10107    20040907       0.009222      0.007453      0.006994      0.006887
   10107    20040908      -0.003655     -0.004531     -0.003544     -0.004486
   10107    20040909       0.000734      0.003148      0.007356      0.001890
   10107    20040910       0.007698      0.004988      0.006190      0.004954
   10107    20040913      -0.008730      0.003105      0.005144      0.001691
   10107    20040914       0.006972      0.001934      0.000419      0.002229
   10107    20040915      -0.009111     -0.006371     -0.003611     -0.007055
   10107    20040916       0.002574      0.004133      0.006373      0.002794
   10107    20040917       0.009171      0.003350      0.001158      0.004495
   10107    20040920       0.000000     -0.004635     -0.001886     -0.005627
   10107    20040921      -0.009088      0.007496      0.007463      0.006327
   10107    20040922      -0.005136     -0.012931     -0.009898     -0.013938
   10107    20040923       0.008481     -0.003450     -0.000186     -0.004670
   10107    20040924      -0.002194      0.001519      0.000874      0.001579
   10107    20040927      -0.003664     -0.006774     -0.008090     -0.005936
   10107    20040928       0.002942      0.006590      0.006534      0.005926
   10107    20040929       0.011368      0.004723      0.005863      0.004270
   10107    20040930       0.002538      0.001208      0.005099     -0.000197
   10107    20041001       0.021700      0.014764      0.013043      0.015181
   10107    20041004      -0.004602      0.003690      0.005084      0.003243
   10107    20041005       0.009246     -0.000531     -0.000082     -0.000608
   10107    20041006       0.005285      0.006931      0.005975      0.006673
   10107    20041007      -0.012618     -0.010230     -0.007995     -0.009982
   10107    20041008      -0.006390     -0.006685     -0.005674     -0.007527
   10107    20041011       0.002501      0.001708      0.002378      0.002005
   10107    20041012      -0.001069     -0.002380     -0.002549     -0.002268
   10107    20041013       0.000000     -0.007343     -0.006426     -0.007301
   10107    20041014      -0.008206     -0.008121     -0.006097     -0.009303
   10107    20041015       0.006835      0.004777      0.004152      0.004450
   10107    20041018       0.015005      0.004416      0.001699      0.005252
   10107    20041019      -0.008096     -0.008660     -0.004584     -0.009686
   10107    20041020       0.018417      0.001842      0.002840      0.000390
   10107    20041021      -0.004843      0.004423      0.007061      0.002564
   10107    20041022      -0.028711     -0.009262     -0.006433     -0.009715
   10107    20041025      -0.003965     -0.000110      0.002031     -0.000849
   10107    20041026       0.009772      0.013015      0.006836      0.014870
   10107    20041027       0.008961      0.012514      0.009866      0.012879
   10107    20041028      -0.004973      0.001122      0.000071      0.001813
   10107    20041029      -0.001428      0.002336      0.001993      0.002448
   10107    20041101       0.003933      0.000812      0.001722      0.000274
   10107    20041102       0.005698      0.000018      0.000245      0.000027
   10107    20041103       0.008144      0.011648      0.010249      0.011198
   10107    20041104       0.018616      0.014317      0.007665      0.016156
   10107    20041105       0.010690      0.003822      0.004762      0.003874
   10107    20041108      -0.001023     -0.001260     -0.001109     -0.001098
   10107    20041109       0.016735      0.000579      0.004681     -0.000695
   10107    20041110      -0.001344      0.000522      0.005021     -0.001005
   10107    20041111       0.008409      0.008922      0.008567      0.009089
   10107    20041112      -0.000334      0.008834      0.007784      0.009110
   10107    20041115       0.016683      0.000479      0.003901     -0.000304
   10107    20041116      -0.009858     -0.005983     -0.003362     -0.007079
   10107    20041117       0.001844      0.006101      0.007895      0.005538
   10107    20041118      -0.003681      0.000177      0.000565      0.001362
   10107    20041119      -0.007758     -0.009894     -0.005725     -0.011161
   10107    20041122      -0.007818      0.006183      0.006315      0.005896
   10107    20041123      -0.004503      0.000872      0.003942     -0.000255
   10107    20041124       0.004146      0.005135      0.007954      0.004095
   10107    20041126      -0.001501      0.001803      0.004957      0.000753
   10107    20041129       0.006391     -0.002263      0.003072     -0.003450
   10107    20041130       0.001494     -0.003290     -0.000663     -0.004030
   10107    20041201       0.016412      0.014071      0.009710      0.014951
   10107    20041202      -0.005872     -0.001615     -0.000687     -0.000873
   10107    20041203       0.005168      0.001252      0.003181      0.000706
   10107    20041206       0.003672     -0.001272     -0.000047     -0.000772
   10107    20041207      -0.009513     -0.011595     -0.011667     -0.011073
   10107    20041208       0.010713      0.004089      0.002904      0.004877
   10107    20041209      -0.004752      0.004163      0.000074      0.005436
   10107    20041210      -0.005509     -0.000321      0.002806     -0.001043
   10107    20041213       0.006278      0.008512      0.007077      0.008990
   10107    20041214      -0.000734      0.004300      0.005254      0.003921
   10107    20041215      -0.004407      0.003769      0.006397      0.001945
   10107    20041216       0.001844     -0.003263     -0.003331     -0.002082
   10107    20041217      -0.007364     -0.004301      0.001681     -0.007472
   10107    20041220      -0.000371     -0.000796     -0.003269      0.000360
   10107    20041221       0.004453      0.008996      0.007313      0.009040
   10107    20041222      -0.003694      0.003477      0.003716      0.003418
   10107    20041223       0.001483      0.001099      0.003445      0.000463
   10107    20041227      -0.005924     -0.003971     -0.000817     -0.004305
   10107    20041228       0.003724      0.008061      0.010038      0.007154
   10107    20041229      -0.001855      0.000634      0.002216     -0.000074
   10107    20041230      -0.005204      0.000697      0.004193      0.000082
   10107    20041231      -0.001495     -0.001005      0.003430     -0.001343
   10107    20050103       0.000749     -0.010031     -0.009867     -0.008119
   10107    20050104       0.003740     -0.012804     -0.014260     -0.011671
   10107    20050105      -0.002235     -0.006122     -0.010685     -0.003628
   10107    20050106      -0.001120      0.003482      0.002287      0.003506
   10107    20050107      -0.002991     -0.002220     -0.003700     -0.001431
   10107    20050110       0.004874      0.004219      0.003754      0.003423
   10107    20050111      -0.002612     -0.006278     -0.008533     -0.006100
   10107    20050112       0.001871      0.004211      0.002700      0.003981
   10107    20050113      -0.019044     -0.006863     -0.002706     -0.008630
   10107    20050114      -0.005710      0.006237      0.007310      0.006005
   10107    20050118       0.007657      0.009228      0.007683      0.009675
   10107    20050119      -0.012918     -0.008922     -0.006359     -0.009490
   10107    20050120      -0.004619     -0.007465     -0.007671     -0.007783
   10107    20050121      -0.008121     -0.004616     -0.001067     -0.006415
   10107    20050124       0.000780     -0.004885     -0.008399     -0.003528
   10107    20050125       0.013635      0.002687      0.001183      0.004004
   10107    20050126      -0.000384      0.006400      0.008624      0.004844
   10107    20050127       0.003845      0.000683      0.001403      0.000409
   10107    20050128       0.002681     -0.002830     -0.001581     -0.002716
   10107    20050131       0.003820      0.009456      0.011293      0.008460
   10107    20050201       0.004186      0.006866      0.005317      0.006891
   10107    20050202       0.002653      0.003879      0.005535      0.003178
   10107    20050203      -0.010582     -0.002609     -0.001502     -0.002766
   10107    20050204       0.005348      0.010818      0.009513      0.011043
   10107    20050207      -0.006079     -0.001331      0.000098     -0.001089
   10107    20050208       0.003058      0.001189      0.001392      0.000483
   10107    20050209      -0.006479     -0.008987     -0.010218     -0.008575
   10107    20050210      -0.000384      0.004488      0.000506      0.004211
   10107    20050211      -0.003454      0.007829      0.007131      0.006926
   10107    20050214       0.001540      0.001129      0.002057      0.000697
   10107    20050215       0.000000      0.002766      0.000201      0.003300
   10107    20050216      -0.005399      0.001002      0.002077      0.000182
   10107    20050217      -0.005429     -0.007121     -0.005369     -0.007923
   10107    20050218      -0.006628      0.000173     -0.001212      0.000700
   10107    20050222      -0.009812     -0.013723     -0.011558     -0.014506
   10107    20050223      -0.001189      0.004849      0.002064      0.005607
   10107    20050224       0.006746      0.007578      0.004857      0.007894
   10107    20050225      -0.004730      0.009857      0.008825      0.009307
   10107    20050228      -0.003564     -0.005805     -0.002734     -0.006414
   10107    20050301       0.004770      0.005388      0.004731      0.005658
   10107    20050302      -0.000791      0.000324     -0.001380     -0.000273
   10107    20050303      -0.003563      0.000448      0.000916      0.000322
   10107    20050304       0.000000      0.009634      0.006281      0.009624
   10107    20050307       0.011919      0.002396      0.000828      0.002610
   10107    20050308      -0.002748     -0.004367     -0.004021     -0.004799
   10107    20050309      -0.003543     -0.009490     -0.007188     -0.010185
   10107    20050310       0.004741     -0.000288     -0.004524      0.001856
   10107    20050311      -0.013370     -0.005028     -0.001215     -0.007583
   10107    20050314       0.000797      0.005700      0.001331      0.005625
   10107    20050315      -0.007965     -0.006292     -0.004353     -0.007524
   10107    20050316      -0.011240     -0.007738     -0.006631     -0.008082
   10107    20050317      -0.003654      0.002439      0.001191      0.001801
   10107    20050318      -0.009373     -0.001551     -0.003289     -0.000471
   10107    20050321      -0.004525     -0.004380     -0.002710     -0.004934
   10107    20050322      -0.008678     -0.008718     -0.004404     -0.010196
   10107    20050323       0.007920     -0.002602     -0.008750      0.000700
   10107    20050324       0.004136      0.000350      0.002664     -0.000947
   10107    20050328      -0.003295      0.000875     -0.001936      0.002441
   10107    20050329      -0.011570     -0.008083     -0.011558     -0.007596
   10107    20050330       0.010033      0.013139      0.009657      0.013773
   10107    20050331       0.000414      0.001235      0.003776     -0.000694
   10107    20050401      -0.002069     -0.005484     -0.003858     -0.006497
   10107    20050404       0.004560      0.002123     -0.001185      0.002728
   10107    20050405       0.009905      0.003686      0.001684      0.004481
   10107    20050406       0.008173      0.002552      0.001945      0.002269
   10107    20050407       0.017430      0.005286      0.005046      0.005971
   10107    20050408      -0.006374     -0.008446     -0.006388     -0.008345
   10107    20050411       0.001203     -0.000770     -0.004472      0.000008
   10107    20050412       0.014017      0.005014      0.002780      0.005545
   10107    20050413      -0.011058     -0.011830     -0.009662     -0.011762
   10107    20050414      -0.007987     -0.011058     -0.012299     -0.010002
   10107    20050415      -0.015298     -0.015776     -0.014736     -0.016720
   10107    20050418       0.007768      0.003009     -0.000051      0.002941
   10107    20050419      -0.000811      0.008083      0.012074      0.005934
   10107    20050420      -0.012586     -0.012649     -0.009398     -0.013255
   10107    20050421       0.039474      0.017863      0.012980      0.019736
   10107    20050422      -0.011867     -0.007112     -0.008136     -0.006750
   10107    20050425       0.000400      0.008940      0.006644      0.008662
   10107    20050426      -0.009204     -0.008555     -0.007974     -0.008915
   10107    20050427       0.009289      0.001882     -0.002877      0.004029
   10107    20050428      -0.021609     -0.011558     -0.012808     -0.011380
   10107    20050429       0.034765      0.010100      0.005916      0.011922
   10107    20050502      -0.002767      0.005297      0.003070      0.004590
   10107    20050503       0.005153     -0.000978     -0.000219     -0.000852
   10107    20050504      -0.005915      0.013062      0.012049      0.012470
   10107    20050505       0.000793     -0.001304      0.001331     -0.002569
   10107    20050506      -0.000396     -0.000080      0.001893     -0.001092
   10107    20050509      -0.004362      0.006437      0.006493      0.006394
   10107    20050510      -0.008363     -0.009782     -0.006553     -0.010705
   10107    20050511       0.000402      0.003260     -0.000230      0.004193
   10107    20050512       0.003613     -0.010557     -0.008438     -0.010033
   10107    20050513       0.012000     -0.005125     -0.003396     -0.004580
   10107    20050516       0.010672      0.009720      0.004926      0.010086
   10107    20050517      -0.001177      0.006681      0.003156      0.006957
   10107    20050518       0.009427      0.011391      0.012255      0.010019
   10107    20050519       0.008560      0.004915      0.003905      0.004656
   10107    20050520      -0.006944     -0.001387      0.000749     -0.001511
   10107    20050523       0.004274      0.004608      0.003863      0.003851
   10107    20050524      -0.003868      0.000439      0.000289      0.000176
   10107    20050525      -0.001553     -0.004286     -0.004649     -0.003400
   10107    20050526       0.007390      0.006905      0.008587      0.006395
   10107    20050527       0.006564      0.002757      0.004979      0.000969
   10107    20050531      -0.010357     -0.004244      0.000783     -0.006073
   10107    20050601       0.001550      0.008962      0.007537      0.009039
   10107    20050602      -0.001935      0.002230      0.003678      0.001680
   10107    20050603      -0.013959     -0.005831     -0.002502     -0.006867
   10107    20050606      -0.002359      0.001709      0.003161      0.001246
   10107    20050607       0.005518      0.000036      0.000075     -0.000209
   10107    20050608      -0.004312     -0.002300     -0.002514     -0.002163
   10107    20050609       0.004331      0.005716      0.004700      0.005240
   10107    20050610      -0.003136     -0.001462      0.000865     -0.002348
   10107    20050613      -0.004719      0.002672      0.002504      0.002262
   10107    20050614       0.001976      0.003114      0.004469      0.002573
   10107    20050615      -0.003943      0.002894      0.003824      0.002218
   10107    20050616      -0.008709      0.005130      0.007869      0.003630
   10107    20050617       0.000000      0.003988      0.002745      0.004955
   10107    20050620       0.002796     -0.000820     -0.001899     -0.000707
   10107    20050621       0.001593     -0.001899      0.001287     -0.002048
   10107    20050622      -0.003181      0.001043      0.001428      0.000222
   10107    20050623       0.009573     -0.009886     -0.008208     -0.010833
   10107    20050624      -0.010668     -0.006617     -0.004097     -0.007629
   10107    20050627       0.000399     -0.000428     -0.001853     -0.000739
   10107    20050628       0.000798      0.009697      0.010304      0.009138
   10107    20050629       0.000798     -0.000377      0.001423     -0.001431
   10107    20050630      -0.009964     -0.005905     -0.000908     -0.007101
   10107    20050701      -0.005234      0.003714      0.003112      0.002611
   10107    20050705       0.010927      0.008493      0.007532      0.008833
   10107    20050706      -0.011209     -0.006069     -0.001712     -0.008340
   10107    20050707      -0.002024      0.002716      0.001401      0.002452
   10107    20050708       0.017850      0.011955      0.011395      0.011679
   10107    20050711       0.007971      0.007194      0.008985      0.006255
   10107    20050712       0.012653      0.002647      0.002591      0.002272
   10107    20050713       0.001952     -0.000214     -0.000841      0.000884
   10107    20050714       0.012081      0.000450     -0.001923      0.002624
   10107    20050715      -0.006931      0.000999      0.001540      0.001158
   10107    20050718      -0.009306     -0.004747     -0.002327     -0.005530
   10107    20050719       0.023875      0.007998      0.008706      0.006731
   10107    20050720       0.001147      0.005590      0.007579      0.004759
   10107    20050721       0.009546     -0.006793     -0.004298     -0.006606
   10107    20050722      -0.028744      0.005729      0.007564      0.005411
   10107    20050725       0.000389     -0.004218     -0.003476     -0.003769
   10107    20050726      -0.005839      0.001943      0.003416      0.001733
   10107    20050727       0.007048      0.004462      0.002456      0.004573
   10107    20050728       0.001166      0.007123      0.007083      0.005603
   10107    20050729      -0.005437     -0.006243     -0.000079     -0.007671
   10107    20050801       0.012105      0.002079      0.002924      0.000948
   10107    20050802       0.034336      0.007239      0.005399      0.007099
   10107    20050803       0.016412     -0.000180     -0.000574      0.000739
   10107    20050804       0.002569     -0.007439     -0.006831     -0.007373
   10107    20050805       0.016105     -0.008493     -0.007942     -0.007638
   10107    20050808      -0.022695     -0.003114     -0.004064     -0.002683
   10107    20050809       0.008109      0.005463      0.000753      0.006745
   10107    20050810      -0.014625     -0.000376     -0.000991     -0.001827
   10107    20050811       0.011874      0.007424      0.006125      0.007062
   10107    20050812      -0.008068     -0.005024     -0.004234     -0.005994
   10107    20050815       0.005915      0.002584      0.002420      0.002828
   10107    20050816      -0.014375     -0.011447     -0.009429     -0.011776
   10107    20050817       0.007853     -0.000617     -0.000445      0.000738
   10107    20050818      -0.004824     -0.002087     -0.003425     -0.001000
   10107    20050819      -0.003729      0.001963      0.002110      0.000566
   10107    20050822       0.007111      0.002569      0.003189      0.001656
   10107    20050823      -0.001486     -0.002845     -0.000552     -0.003405
   10107    20050824      -0.002233     -0.004396     -0.001046     -0.006554
   10107    20050825       0.008206      0.002226      0.002506      0.002315
   10107    20050826      -0.002220     -0.006719     -0.005618     -0.006013
   10107    20050829       0.006674      0.006150      0.003948      0.005958
   10107    20050830       0.001105     -0.002337     -0.001662     -0.003192
   10107    20050831       0.007358      0.011697      0.011575      0.009864
   10107    20050901      -0.006574      0.002375      0.002765      0.001033
   10107    20050902      -0.006618     -0.003600     -0.001859     -0.002922
   10107    20050906      -0.000740      0.011811      0.008457      0.012619
   10107    20050907      -0.005556      0.002847      0.003406      0.002408
   10107    20050908      -0.008939     -0.003350     -0.001984     -0.003793
   10107    20050909      -0.001127      0.007793      0.005852      0.007965
   10107    20050912       0.001129     -0.000631      0.002139     -0.000741
   10107    20050913      -0.004885     -0.007070     -0.004601     -0.007545
   10107    20050914      -0.006420     -0.003392     -0.004212     -0.003281
   10107    20050915      -0.001520     -0.000035     -0.001385      0.000464
   10107    20050916      -0.007613      0.007277      0.005566      0.008292
   10107    20050919      -0.002685     -0.004324     -0.004028     -0.005566
   10107    20050920      -0.006154     -0.007402     -0.004835     -0.007863
   10107    20050921      -0.013545     -0.009381     -0.009263     -0.009121
   10107    20050922      -0.005885      0.002149     -0.001605      0.003652
   10107    20050923      -0.002762      0.001575      0.003739      0.000552
   10107    20050926       0.000000      0.002407      0.003576      0.000280
   10107    20050927       0.002770     -0.000293     -0.000819      0.000025
   10107    20050928       0.013023      0.000990     -0.000576      0.001012
   10107    20050929       0.010518      0.008599      0.006484      0.008867
   10107    20050930      -0.008096      0.002456      0.004955      0.000920
   10107    20051003      -0.008939      0.000353      0.002595     -0.001717
   10107    20051004      -0.020392     -0.009607     -0.005324     -0.009970
   10107    20051005      -0.012410     -0.016789     -0.016438     -0.014887
   10107    20051006       0.002432     -0.006226     -0.008806     -0.004096
   10107    20051007      -0.005661      0.004771      0.004601      0.003701
   10107    20051010      -0.005287     -0.007361     -0.006311     -0.007166
   10107    20051011      -0.002044     -0.002702     -0.006697     -0.002072
   10107    20051012      -0.004506     -0.008163     -0.013181     -0.006068
   10107    20051013       0.011934     -0.002067     -0.003260     -0.000713
   10107    20051014       0.003253      0.009521      0.009457      0.008268
   10107    20051017      -0.005675      0.003407      0.001987      0.002975
   10107    20051018       0.001631     -0.010894     -0.008305     -0.010050
   10107    20051019       0.021164      0.014089      0.007871      0.014956
   10107    20051020      -0.011957     -0.014741     -0.010520     -0.015020
   10107    20051021      -0.000403      0.003569      0.004975      0.001520
   10107    20051024       0.012914      0.017021      0.012265      0.016777
   10107    20051025      -0.002789     -0.002122     -0.001741     -0.002368
   10107    20051026       0.003200     -0.004535     -0.003427     -0.004312
   10107    20051027      -0.010358     -0.012140     -0.013615     -0.010475
   10107    20051028       0.027364      0.015052      0.009761      0.016549
   10107    20051031       0.006659      0.009518      0.011805      0.007176
