PERMNO        date           nflx        vwretd        ewretd        sprtrn
   89393    20101105       0.001668      0.004011      0.004517      0.003923
   89393    20101108       0.006127     -0.000899      0.002147     -0.002121
   89393    20101109       0.007864     -0.008480     -0.009232     -0.008052
   89393    20101110       0.037604      0.005429      0.005925      0.004376
   89393    20101111      -0.009781     -0.003620     -0.004410     -0.004242
   89393    20101112      -0.012219     -0.013378     -0.012531     -0.011808
   89393    20101115      -0.027168     -0.001330     -0.001310     -0.001217
   89393    20101116      -0.017231     -0.016840     -0.016710     -0.016205
   89393    20101117       0.007739      0.001620      0.002860      0.000212
   89393    20101118       0.009899      0.015549      0.012539      0.015357
   89393    20101119       0.027981      0.003735      0.003861      0.002540
   89393    20101122       0.088303     -0.000276      0.001011     -0.001575
   89393    20101123      -0.003239     -0.014125     -0.010221     -0.014284
   89393    20101124       0.005647      0.015663      0.014312      0.014923
   89393    20101126       0.012820     -0.006875     -0.002554     -0.007469
   89393    20101129       0.040431     -0.000913     -0.000616     -0.001379
   89393    20101130       0.035089     -0.005785     -0.005344     -0.006070
   89393    20101201      -0.027975      0.020809      0.013234      0.021617
   89393    20101202      -0.033577      0.012215      0.008935      0.012818
   89393    20101203      -0.041206      0.003956      0.005105      0.002603
   89393    20101206       0.043246      0.000025      0.002990     -0.001298
   89393    20101207      -0.018918      0.000186      0.000215      0.000515
   89393    20101208      -0.008324      0.001545     -0.001006      0.003702
   89393    20101209       0.014982      0.003571      0.003490      0.003843
   89393    20101210       0.018739      0.006422      0.006814      0.006002
   89393    20101213      -0.055644      0.000189     -0.001501      0.000048
   89393    20101214      -0.029108      0.000280     -0.001453      0.000911
   89393    20101215       0.000280     -0.005251     -0.004134     -0.005122
   89393    20101216       0.017647      0.005847      0.007882      0.006185
   89393    20101217      -0.008973      0.001558      0.003671      0.000837
   89393    20101220      -0.010943      0.001819      0.000710      0.002548
   89393    20101221       0.045998      0.007182      0.008653      0.006030
   89393    20101222      -0.004779      0.003138      0.003301      0.003380
   89393    20101223      -0.004154     -0.001189      0.000389     -0.001644
   89393    20101227      -0.024759      0.000674      0.003479      0.000613
   89393    20101228       0.020332      0.000790     -0.000227      0.000771
   89393    20101229      -0.018511      0.002732      0.004137      0.001009
   89393    20101230      -0.002607     -0.000804      0.001308     -0.001508
   89393    20101231      -0.022803     -0.000238      0.000871     -0.000191
   89393    20110103       0.015424      0.011205      0.012533      0.011315
   89393    20110104       0.016591     -0.003888     -0.006753     -0.001313
   89393    20110105      -0.009042      0.005374      0.007944      0.005007
   89393    20110106      -0.009681     -0.002519     -0.001211     -0.002123
   89393    20110107       0.007360     -0.001946     -0.002848     -0.001845
   89393    20110110       0.047853     -0.000718      0.002287     -0.001376
   89393    20110111      -0.006547      0.005025      0.005963      0.003725
   89393    20110112       0.012055      0.009020      0.008259      0.009008
   89393    20110113       0.013711     -0.001887     -0.000500     -0.001711
   89393    20110114      -0.000052      0.006638      0.004736      0.007385
   89393    20110118       0.011489      0.002164      0.002518      0.001376
   89393    20110119      -0.014508     -0.012230     -0.016081     -0.010116
   89393    20110120      -0.030754     -0.003822     -0.007600     -0.001295
   89393    20110121      -0.015730      0.001269     -0.000137      0.002414
   89393    20110124       0.010270      0.006285      0.006046      0.005836
   89393    20110125       0.015112     -0.000435     -0.001076      0.000263
   89393    20110126      -0.019867      0.007330      0.011708      0.004221
   89393    20110127       0.152106      0.002122      0.001653      0.002244
   89393    20110128       0.033717     -0.017212     -0.017784     -0.017852
   89393    20110131      -0.017892      0.007620      0.005212      0.007663
   89393    20110201      -0.005512      0.017010      0.014753      0.016694
   89393    20110202      -0.007703     -0.002218     -0.000556     -0.002723
   89393    20110203       0.001089      0.002926      0.001939      0.002354
   89393    20110204       0.040569      0.002168      0.001326      0.002884
   89393    20110207      -0.009315      0.006122      0.006745      0.006240
   89393    20110208      -0.001812      0.004562      0.003895      0.004185
   89393    20110209       0.021436     -0.003430     -0.003610     -0.002786
   89393    20110210       0.004094      0.001331      0.000472      0.000750
   89393    20110211       0.035260      0.006107      0.006629      0.005507
   89393    20110214       0.071320      0.003390      0.003197      0.002385
   89393    20110215      -0.027308     -0.003185     -0.003015     -0.003235
   89393    20110216      -0.012739      0.007512      0.006352      0.006257
   89393    20110217      -0.008802      0.003948      0.005617      0.003076
   89393    20110218      -0.000509      0.001227      0.001088      0.001925
   89393    20110222      -0.059063     -0.021038     -0.020645     -0.020529
   89393    20110223      -0.046931     -0.006545     -0.008481     -0.006112
   89393    20110224       0.018845     -0.000131      0.002655     -0.000994
   89393    20110225      -0.012733      0.012918      0.015057      0.010550
   89393    20110228      -0.027161      0.005333      0.002853      0.005561
   89393    20110301      -0.009871     -0.014888     -0.011157     -0.015740
   89393    20110302      -0.001955      0.002830      0.002967      0.001615
   89393    20110303      -0.004211      0.016072      0.013356      0.017219
   89393    20110304       0.036141     -0.005889     -0.003337     -0.007378
   89393    20110307      -0.015756     -0.009398     -0.009718     -0.008341
   89393    20110308      -0.057618      0.008078      0.008947      0.008923
   89393    20110309      -0.012586     -0.002433     -0.003092     -0.001362
   89393    20110310       0.036427     -0.019773     -0.019528     -0.018871
   89393    20110311       0.022603      0.006950      0.002937      0.007080
   89393    20110314      -0.016334     -0.005471     -0.006664     -0.006049
   89393    20110315       0.079076     -0.011143     -0.010769     -0.011200
   89393    20110316      -0.015062     -0.016629     -0.010119     -0.019495
   89393    20110317       0.000281      0.012207      0.007240      0.013398
   89393    20110318      -0.021038      0.004853      0.008049      0.004302
   89393    20110321       0.016428      0.016431      0.015753      0.014994
   89393    20110322       0.040171     -0.003235     -0.001224     -0.003551
   89393    20110323       0.034645      0.002867      0.002902      0.002914
   89393    20110324       0.000306      0.008540      0.005814      0.009341
   89393    20110325       0.003841      0.003130      0.003927      0.003161
   89393    20110328       0.031781     -0.003324     -0.001773     -0.002748
   89393    20110329       0.000253      0.007158      0.005552      0.007060
   89393    20110330       0.002401      0.008221      0.007886      0.006685
   89393    20110331      -0.000714     -0.000603      0.002407     -0.001829
   89393    20110401       0.018126      0.005456      0.003529      0.004963
   89393    20110404       0.010864      0.001162      0.000958      0.000345
   89393    20110405      -0.002002      0.001331      0.001920     -0.000180
   89393    20110406      -0.017443      0.001737      0.002638      0.002184
   89393    20110407      -0.025045     -0.002255     -0.002513     -0.001520
   89393    20110408       0.003847     -0.003388     -0.004745     -0.004004
   89393    20110411      -0.028528     -0.004720     -0.006491     -0.002793
   89393    20110412       0.025245     -0.009236     -0.010338     -0.007777
   89393    20110413       0.020648      0.001303      0.001645      0.000190
   89393    20110414      -0.008461      0.000539      0.002637      0.000084
   89393    20110415      -0.005238      0.003963      0.004948      0.003925
   89393    20110418      -0.009172     -0.011611     -0.011485     -0.011018
   89393    20110419       0.035229      0.005720      0.003512      0.005731
   89393    20110420       0.011923      0.014266      0.012661      0.013515
   89393    20110421       0.031870      0.005868      0.004946      0.005277
   89393    20110425      -0.002181     -0.001841     -0.000562     -0.001593
   89393    20110426      -0.090436      0.008147      0.005423      0.008980
   89393    20110427       0.030798      0.006160      0.005247      0.006250
   89393    20110428      -0.006738      0.002940      0.001926      0.003555
   89393    20110429      -0.007253      0.003121      0.003668      0.002301
   89393    20110502       0.019435     -0.003566     -0.006003     -0.001753
   89393    20110503      -0.025094     -0.006643     -0.009097     -0.003379
   89393    20110504      -0.008865     -0.007961     -0.008801     -0.006855
   89393    20110505       0.004887     -0.009446     -0.006183     -0.009070
   89393    20110506      -0.003647      0.004605      0.004575      0.003820
   89393    20110509       0.030244      0.006144      0.006964      0.004544
   89393    20110510       0.005161      0.008469      0.009877      0.008074
   89393    20110511       0.012793     -0.012234     -0.011619     -0.011111
   89393    20110512       0.021191      0.004028      0.004319      0.004895
   89393    20110513       0.003052     -0.008902     -0.009009     -0.008067
   89393    20110516      -0.038253     -0.006952     -0.010372     -0.006204
   89393    20110517      -0.000633     -0.000633     -0.004038     -0.000369
   89393    20110518       0.023635      0.010736      0.010977      0.008804
   89393    20110519       0.000783      0.002341      0.000843      0.002178
   89393    20110520       0.013060     -0.006785     -0.004414     -0.007688
   89393    20110523       0.007849     -0.012998     -0.013172     -0.011926
   89393    20110524      -0.000928     -0.000394     -0.001002     -0.000827
   89393    20110525       0.047940      0.005075      0.005819      0.003183
   89393    20110526       0.016495      0.005325      0.007791      0.003953
   89393    20110527       0.002882      0.005110      0.006103      0.004081
   89393    20110531       0.023780      0.010287      0.009375      0.010593
   89393    20110601      -0.013072     -0.023067     -0.019626     -0.022785
   89393    20110602       0.016613     -0.000633     -0.000076     -0.001225
   89393    20110603       0.007368     -0.009286     -0.009502     -0.009734
   89393    20110606      -0.040599     -0.012446     -0.013344     -0.010760
   89393    20110607       0.004189      0.000282      0.001428     -0.000956
   89393    20110608      -0.005423     -0.005968     -0.010672     -0.004187
   89393    20110609       0.001182      0.007448      0.005505      0.007378
   89393    20110610      -0.015036     -0.014080     -0.011776     -0.013980
   89393    20110613      -0.005421     -0.000903     -0.005617      0.000669
   89393    20110614       0.015193      0.013861      0.014384      0.012612
   89393    20110615      -0.015349     -0.017293     -0.014059     -0.017432
   89393    20110616      -0.030414     -0.000108     -0.000800      0.001754
   89393    20110617      -0.014561      0.002163      0.001297      0.003045
   89393    20110620      -0.000163      0.005342      0.002474      0.005395
   89393    20110621       0.032651      0.015891      0.016179      0.013423
   89393    20110622      -0.019673     -0.005474     -0.003055     -0.006468
   89393    20110623       0.028392     -0.002584     -0.000871     -0.002828
   89393    20110624       0.004849     -0.010561     -0.002417     -0.011726
   89393    20110627       0.012298      0.008067      0.005460      0.009184
   89393    20110628       0.019107      0.013690      0.010609      0.012944
   89393    20110629      -0.000566      0.008723      0.004950      0.008283
   89393    20110630      -0.008492      0.009707      0.008397      0.010119
   89393    20110701       0.020176      0.013471      0.010064      0.014410
   89393    20110705       0.080749     -0.000018      0.000809     -0.001336
   89393    20110706       0.004592      0.001148      0.002874      0.001002
   89393    20110707       0.005018      0.010619      0.011712      0.010454
   89393    20110708       0.009302     -0.006328     -0.004797     -0.006961
   89393    20110711      -0.014908     -0.019338     -0.016317     -0.018090
   89393    20110712       0.001823     -0.003806     -0.002238     -0.004434
   89393    20110713       0.025612      0.005001      0.007494      0.003106
   89393    20110714      -0.040538     -0.008041     -0.009534     -0.006716
   89393    20110715       0.001082      0.006174      0.004226      0.005554
   89393    20110718      -0.027637     -0.009471     -0.011054     -0.008130
   89393    20110719       0.029713      0.016157      0.013523      0.016309
   89393    20110720      -0.020502      0.000056      0.000967     -0.000671
   89393    20110721      -0.019865      0.012250      0.008889      0.013546
   89393    20110722       0.002792      0.001439      0.001586      0.000908
   89393    20110725       0.017897     -0.006273     -0.007887     -0.005643
   89393    20110726      -0.051931     -0.004537     -0.004068     -0.004105
   89393    20110727       0.009404     -0.021640     -0.021094     -0.020309
   89393    20110728      -0.010393     -0.002925     -0.001403     -0.003234
   89393    20110729      -0.002363     -0.005606     -0.003052     -0.006451
   89393    20110801      -0.009812     -0.003610     -0.000879     -0.004132
   89393    20110802      -0.023464     -0.025643     -0.021078     -0.025557
   89393    20110803       0.010886      0.004954      0.002260      0.005016
   89393    20110804      -0.054731     -0.050349     -0.047411     -0.047820
   89393    20110805      -0.018961     -0.004785     -0.012547     -0.000575
   89393    20110808      -0.060014     -0.068664     -0.072385     -0.066634
   89393    20110809       0.049241      0.051214      0.047193      0.047407
   89393    20110810      -0.022624     -0.038549     -0.029835     -0.044152
   89393    20110811       0.046080      0.045247      0.037437      0.046290
   89393    20110812       0.003578      0.004764      0.004185      0.005262
   89393    20110815       0.009344      0.022829      0.023020      0.021785
   89393    20110816      -0.029397     -0.010894     -0.012918     -0.009739
   89393    20110817      -0.028447      0.000845      0.000679      0.000947
   89393    20110818      -0.063555     -0.045310     -0.041324     -0.044594
   89393    20110819      -0.056419     -0.015358     -0.012201     -0.015009
   89393    20110822       0.000000      0.000037     -0.002608      0.000258
   89393    20110823       0.069831      0.033737      0.029031      0.034285
   89393    20110824      -0.015988      0.011552      0.008018      0.013120
   89393    20110825      -0.000926     -0.015903     -0.015381     -0.015566
   89393    20110826       0.028078      0.016437      0.015544      0.015122
   89393    20110829       0.014174      0.029617      0.031522      0.028280
   89393    20110830       0.049970      0.003760      0.004724      0.002347
   89393    20110831      -0.005375      0.005091      0.003022      0.004922
   89393    20110901      -0.007404     -0.012121     -0.013773     -0.011871
   89393    20110902      -0.086423     -0.024626     -0.022464     -0.025282
   89393    20110906       0.026559     -0.008132     -0.008986     -0.007436
   89393    20110907      -0.012662      0.029134      0.027153      0.028646
   89393    20110908      -0.022222     -0.010869     -0.012275     -0.010612
   89393    20110909      -0.034233     -0.026578     -0.021056     -0.026705
   89393    20110912       0.029808      0.004140     -0.000416      0.006966
   89393    20110913      -0.006189      0.010801      0.011949      0.009120
   89393    20110914      -0.000192      0.012782      0.011742      0.013480
   89393    20110915      -0.189066      0.015462      0.008819      0.017187
   89393    20110916      -0.083072      0.003563      0.001512      0.005707
   89393    20110919      -0.073716     -0.010934     -0.014296     -0.009803
   89393    20110920      -0.095443     -0.004104     -0.009079     -0.001661
   89393    20110921      -0.011767     -0.029425     -0.024666     -0.029390
   89393    20110922       0.000233     -0.034393     -0.032856     -0.031883
   89393    20110923       0.006458      0.005756      0.007256      0.006082
   89393    20110926       0.022109      0.021584      0.009890      0.023336
   89393    20110927      -0.035774      0.012842      0.015760      0.010688
   89393    20110928      -0.002745     -0.023685     -0.025352     -0.020691
   89393    20110929      -0.109722      0.008220      0.006639      0.008114
   89393    20110930       0.000707     -0.024625     -0.018836     -0.024974
   89393    20111003      -0.000177     -0.031919     -0.041273     -0.028451
   89393    20111004       0.014570      0.023616      0.027309      0.022488
   89393    20111005       0.042298      0.019649      0.017119      0.017866
   89393    20111006       0.029058      0.020555      0.020344      0.018304
   89393    20111007      -0.048929     -0.010923     -0.013551     -0.008163
   89393    20111010      -0.047692      0.034255      0.029485      0.034125
   89393    20111011      -0.026519      0.001062      0.005101      0.000544
   89393    20111012       0.045647      0.011796      0.015322      0.009795
   89393    20111013       0.029836     -0.002945     -0.000734     -0.002974
   89393    20111014      -0.008290      0.017728      0.014655      0.017380
   89393    20111017       0.011117     -0.020840     -0.020291     -0.019370
   89393    20111018      -0.047643      0.020778      0.018461      0.020419
   89393    20111019      -0.020762     -0.014157     -0.012744     -0.012649
   89393    20111020       0.018827      0.003883      0.000394      0.004554
   89393    20111021       0.049874      0.019254      0.016331      0.018809
   89393    20111024       0.015379      0.016758      0.021869      0.012873
   89393    20111025      -0.348957     -0.019816     -0.017915     -0.020045
   89393    20111026       0.026238      0.011501      0.013134      0.010537
   89393    20111027       0.018388      0.036207      0.036277      0.034291
   89393    20111028       0.040564      0.000257      0.000381      0.000389
   89393    20111031      -0.024483     -0.024638     -0.019053     -0.024738
   89393    20111101      -0.024245     -0.028596     -0.025533     -0.027942
   89393    20111102       0.041204      0.017069      0.017888      0.016105
   89393    20111103       0.106727      0.019190      0.015892      0.018782
   89393    20111104      -0.024596     -0.005560     -0.004275     -0.006280
   89393    20111107       0.008998      0.004913      0.000138      0.006296
   89393    20111108      -0.003963      0.011209      0.010416      0.011736
   89393    20111109      -0.026749     -0.037840     -0.033587     -0.036695
   89393    20111110      -0.033277      0.007420      0.004584      0.008616
   89393    20111111       0.030898      0.019767      0.016413      0.019489
   89393    20111114      -0.023134     -0.009370     -0.011208     -0.009550
   89393    20111115       0.006533      0.004531      0.005085      0.004817
   89393    20111116      -0.059110     -0.015089     -0.010399     -0.016616
   89393    20111117      -0.058142     -0.017204     -0.013523     -0.016800
   89393    20111118       0.020926     -0.000294      0.000960     -0.000395
   89393    20111121      -0.045990     -0.018647     -0.019135     -0.018648
   89393    20111122      -0.053982     -0.003934     -0.004842     -0.004141
   89393    20111123      -0.027679     -0.023237     -0.022580     -0.022095
   89393    20111125      -0.067766     -0.003630     -0.004910     -0.002686
   89393    20111128       0.095399      0.030509      0.027928      0.029240
   89393    20111129      -0.034024      0.002265     -0.002146      0.002214
   89393    20111130      -0.044990      0.043878      0.038155      0.043315
   89393    20111201       0.040911     -0.002276     -0.003635     -0.001909
   89393    20111202      -0.011910      0.000098      0.004885     -0.000241
   89393    20111205       0.056501      0.010289      0.009664      0.010287
   89393    20111206      -0.028237      0.000388     -0.000491      0.001106
   89393    20111207       0.056061      0.001910      0.000724      0.002018
   89393    20111208      -0.035297     -0.022858     -0.022706     -0.021142
   89393    20111209       0.021175      0.017730      0.018907      0.016883
   89393    20111212       0.061645     -0.015540     -0.013563     -0.014914
   89393    20111213      -0.041855     -0.011232     -0.012526     -0.008686
   89393    20111214      -0.014838     -0.012733     -0.009141     -0.011348
   89393    20111215      -0.018581      0.003745      0.002503      0.003243
   89393    20111216       0.001434      0.004962      0.003603      0.003216
   89393    20111219      -0.038241     -0.012648     -0.014677     -0.011733
   89393    20111220       0.063291      0.030024      0.026932      0.029825
   89393    20111221      -0.006022      0.002021      0.001410      0.001950
   89393    20111222       0.040440      0.008910      0.008202      0.008266
   89393    20111223      -0.016522      0.007861      0.004194      0.009035
   89393    20111227      -0.027871      0.000019     -0.000984      0.000079
   89393    20111228      -0.019775     -0.013637     -0.013493     -0.012478
   89393    20111229       0.001445      0.010773      0.008718      0.010707
   89393    20111230      -0.000144     -0.002580      0.002144     -0.004291
   89393    20120103       0.042575      0.016152      0.017012      0.015474
   89393    20120104       0.113649     -0.000447     -0.001380      0.000188
   89393    20120105      -0.014295      0.002928      0.004055      0.002944
   89393    20120106       0.088146     -0.002907     -0.000598     -0.002537
   89393    20120109       0.137791      0.002815      0.004418      0.002262
   89393    20120110      -0.023936      0.010420      0.011110      0.008886
   89393    20120111      -0.038401      0.000951      0.004571      0.000310
   89393    20120112       0.000000      0.003046      0.005077      0.002337
   89393    20120113       0.024200     -0.005312     -0.005005     -0.004948
   89393    20120117       0.003603      0.003904      0.003767      0.003553
   89393    20120118       0.040329      0.012296      0.013701      0.011108
   89393    20120119       0.049929      0.005580      0.005448      0.004939
   89393    20120120      -0.031123      0.000881      0.003698      0.000669
   89393    20120123      -0.062650      0.001606      0.001857      0.000471
   89393    20120124      -0.013729     -0.000804      0.003348     -0.001026
   89393    20120125       0.025575      0.009956      0.009547      0.008672
   89393    20120126       0.220644     -0.004907     -0.001075     -0.005746
   89393    20120127       0.067063      0.000698      0.006150     -0.001593
   89393    20120130       0.013248     -0.003724     -0.004826     -0.002522
   89393    20120131      -0.041697     -0.000076      0.001781     -0.000457
   89393    20120201       0.023045      0.011173      0.013730      0.008900
   89393    20120202       0.008376      0.001838      0.004402      0.001095
   89393    20120203       0.019597      0.014664      0.014936      0.014605
   89393    20120206       0.022305     -0.000989     -0.000431     -0.000424
   89393    20120207      -0.010600      0.001391      0.001486      0.002023
   89393    20120208      -0.030341      0.002189      0.003480      0.002160
   89393    20120209       0.006774      0.001002      0.000374      0.001474
   89393    20120210      -0.007289     -0.008383     -0.009773     -0.006886
   89393    20120213      -0.045429      0.007439      0.009485      0.006800
   89393    20120214       0.040321     -0.001546     -0.004058     -0.000940
   89393    20120215      -0.008207     -0.004223     -0.003162     -0.005383
   89393    20120216      -0.001229      0.012461      0.011497      0.011026
   89393    20120217      -0.000492      0.001387      0.002727      0.002349
   89393    20120221      -0.036520      0.000152     -0.002241      0.000720
   89393    20120222      -0.042589     -0.003128     -0.004190     -0.003340
   89393    20120223       0.005249      0.005699      0.008054      0.004272
   89393    20120224      -0.011682      0.001495      0.000411      0.001672
   89393    20120227      -0.020238      0.000818     -0.000761      0.001355
   89393    20120228       0.035737      0.002910      0.000562      0.003356
   89393    20120229      -0.022856     -0.005676     -0.009158     -0.004737
   89393    20120301       0.018243      0.006806      0.004670      0.006158
   89393    20120302       0.020843     -0.004921     -0.008031     -0.003246
   89393    20120305      -0.037272     -0.004551     -0.003539     -0.003870
   89393    20120306      -0.033210     -0.017379     -0.017306     -0.015370
   89393    20120307      -0.018109      0.007942      0.009483      0.006901
   89393    20120308       0.027379      0.010859      0.010692      0.009818
   89393    20120309       0.009808      0.004495      0.007768      0.003631
   89393    20120312      -0.026849     -0.001367     -0.001611      0.000160
   89393    20120313       0.001412      0.017606      0.014480      0.018132
   89393    20120314      -0.010343     -0.003919     -0.006757     -0.001196
   89393    20120315       0.046746      0.006511      0.004869      0.005967
   89393    20120316      -0.001906      0.001335      0.001369      0.001119
   89393    20120319       0.039742      0.003999      0.004746      0.003974
   89393    20120320       0.006035     -0.004507     -0.005338     -0.003001
   89393    20120321       0.044166     -0.001123      0.001131     -0.001871
   89393    20120322      -0.011407     -0.008099     -0.008249     -0.007207
   89393    20120323       0.012297      0.004472      0.007160      0.003109
   89393    20120326       0.014976      0.013959      0.011392      0.013886
   89393    20120327      -0.010821     -0.003654     -0.002853     -0.002817
   89393    20120328      -0.015455     -0.005516     -0.005409     -0.004942
   89393    20120329      -0.031606     -0.001895     -0.001653     -0.001608
   89393    20120330      -0.000087      0.003351      0.002024      0.003698
   89393    20120402      -0.009301      0.008052      0.007351      0.007505
   89393    20120403      -0.008862     -0.004445     -0.006565     -0.003989
   89393    20120404      -0.023902     -0.011810     -0.011965     -0.010202
   89393    20120405       0.002177     -0.000802     -0.000687     -0.000629
   89393    20120409      -0.034570     -0.011364     -0.011932     -0.011358
   89393    20120410      -0.044619     -0.018009     -0.016253     -0.017081
   89393    20120411      -0.020703      0.008509      0.011544      0.007449
   89393    20120412       0.044585      0.015079      0.013034      0.013779
   89393    20120413      -0.000863     -0.012386     -0.010668     -0.012475
   89393    20120416      -0.028991     -0.000585     -0.000035     -0.000504
   89393    20120417       0.058033      0.014948      0.010763      0.015487
   89393    20120418      -0.000561     -0.004028     -0.006151     -0.004055
   89393    20120419       0.001215     -0.004658     -0.002353     -0.005934
   89393    20120420      -0.009151      0.001631      0.003792      0.001169
   89393    20120423      -0.040241     -0.009532     -0.009771     -0.008408
   89393    20120424      -0.139042      0.003249      0.005771      0.003680
   89393    20120425      -0.015169      0.013821      0.010281      0.013645
   89393    20120426      -0.014823      0.006807      0.005776      0.006680
   89393    20120427      -0.015634      0.003895      0.005274      0.002414
   89393    20120430      -0.042990     -0.004313     -0.004072     -0.003884
   89393    20120501       0.015223      0.004869      0.001691      0.005658
   89393    20120502       0.010693     -0.002035     -0.000501     -0.002497
   89393    20120503      -0.076128     -0.009943     -0.010855     -0.007659
   89393    20120504      -0.037186     -0.015666     -0.012679     -0.016147
   89393    20120507       0.004170      0.000556      0.001085      0.000351
   89393    20120508      -0.008986     -0.005348     -0.004430     -0.004279
   89393    20120509       0.021431     -0.006016     -0.004077     -0.006702
   89393    20120510      -0.025958      0.002869      0.002588      0.002517
   89393    20120511       0.068489     -0.002778     -0.003641     -0.003387
   89393    20120514      -0.005428     -0.012160     -0.012421     -0.011113
   89393    20120515       0.006757     -0.006029     -0.006528     -0.005746
   89393    20120516      -0.042334     -0.004927     -0.007807     -0.004404
   89393    20120517      -0.030054     -0.015843     -0.015911     -0.015051
   89393    20120518      -0.027928     -0.008140     -0.009673     -0.007388
   89393    20120521       0.025443      0.017751      0.016319      0.016036
   89393    20120522      -0.056175     -0.000470     -0.004011      0.000486
   89393    20120523       0.062029      0.002796      0.002394      0.001694
   89393    20120524      -0.022806      0.001002      0.001696      0.001380
   89393    20120525      -0.000711     -0.001539      0.001210     -0.002166
   89393    20120529      -0.011108      0.011224      0.009963      0.011079
   89393    20120530      -0.030242     -0.015481     -0.014326     -0.014335
   89393    20120531      -0.057915     -0.001964     -0.000487     -0.002277
   89393    20120601      -0.007724     -0.024507     -0.020451     -0.024643
   89393    20120604       0.032566     -0.001002     -0.002267      0.000110
   89393    20120605      -0.002615      0.007847      0.008065      0.005727
   89393    20120606       0.016196      0.022686      0.019661      0.023049
   89393    20120607      -0.018822     -0.001374     -0.002025     -0.000106
   89393    20120608       0.015470      0.007125      0.005409      0.008114
   89393    20120611      -0.040219     -0.013951     -0.013468     -0.012620
   89393    20120612       0.000317      0.011662      0.008888      0.011651
   89393    20120613      -0.003015     -0.006935     -0.007142     -0.007023
   89393    20120614      -0.002706      0.009494      0.007904      0.010815
   89393    20120615       0.049952      0.010109      0.008727      0.010338
   89393    20120618       0.014288      0.002201      0.001768      0.001445
   89393    20120619       0.046456      0.011614      0.012890      0.009816
   89393    20120620      -0.023930     -0.001473     -0.000497     -0.001686
   89393    20120621      -0.034023     -0.023449     -0.018456     -0.022262
   89393    20120622       0.030681      0.007247      0.007577      0.007175
   89393    20120625      -0.012231     -0.015425     -0.011917     -0.015955
   89393    20120626      -0.003431      0.004859      0.002919      0.004773
   89393    20120627      -0.004641      0.009026      0.009622      0.008985
   89393    20120628       0.013085     -0.002125     -0.002531     -0.002110
   89393    20120629       0.016701      0.025610      0.023311      0.024920
   89393    20120702      -0.009272      0.003868      0.006684      0.002459
   89393    20120703       0.061754      0.008940      0.010767      0.006232
   89393    20120705       0.134370     -0.004123     -0.000733     -0.004687
   89393    20120706       0.002080     -0.009956     -0.007701     -0.009433
   89393    20120709       0.013433     -0.002193     -0.002344     -0.001639
   89393    20120710      -0.033257     -0.008807     -0.008240     -0.008126
   89393    20120711       0.017574     -0.000303     -0.000282     -0.000015
   89393    20120712       0.040789     -0.004880     -0.004134     -0.004987
   89393    20120713      -0.000824      0.015253      0.010665      0.016497
   89393    20120716      -0.022615     -0.002467     -0.003494     -0.002314
   89393    20120717      -0.014461      0.006708      0.002457      0.007410
   89393    20120718      -0.006236      0.006246      0.003871      0.006681
   89393    20120719       0.022764      0.002819      0.000016      0.002717
   89393    20120720      -0.015640     -0.009908     -0.008733     -0.010062
   89393    20120723      -0.022977     -0.010140     -0.012004     -0.008909
   89393    20120724       0.005629     -0.009410     -0.009270     -0.009041
   89393    20120725      -0.250156      0.000714      0.002465     -0.000314
   89393    20120726      -0.054247      0.015498      0.008642      0.016541
   89393    20120727       0.033503      0.018906      0.016470      0.019081
   89393    20120730      -0.019857     -0.000796     -0.002846     -0.000483
   89393    20120731      -0.015584     -0.004969     -0.003201     -0.004317
   89393    20120801      -0.041337     -0.004475     -0.009081     -0.003030
   89393    20120802      -0.011560     -0.007290     -0.005662     -0.007374
   89393    20120803       0.000743      0.019216      0.017764      0.019040
   89393    20120806       0.053422      0.003528      0.006633      0.002329
   89393    20120807       0.019546      0.006347      0.006234      0.005107
   89393    20120808      -0.001727      0.000184     -0.000985      0.000621
   89393    20120809       0.001903      0.001632      0.003390      0.000414
   89393    20120810       0.034364      0.001878     -0.000714      0.002188
   89393    20120813       0.000167     -0.001901     -0.002122     -0.001252
   89393    20120814       0.030880     -0.000010     -0.002248     -0.000128
   89393    20120815       0.024288      0.002741      0.004557      0.001140
   89393    20120816       0.016598      0.007898      0.008086      0.007101
   89393    20120817      -0.009641      0.002643      0.004758      0.001872
   89393    20120820       0.008636     -0.000604     -0.001571     -0.000021
   89393    20120821       0.021171     -0.002326     -0.000635     -0.003498
   89393    20120822      -0.003049     -0.000101     -0.001769      0.000226
   89393    20120823      -0.020642     -0.007327     -0.004534     -0.008072
   89393    20120824      -0.013895      0.005503      0.003249      0.006455
   89393    20120827      -0.012191     -0.000554     -0.000562     -0.000489
   89393    20120828       0.008976      0.000250      0.002383     -0.000808
   89393    20120829       0.007784      0.001006      0.001836      0.000844
   89393    20120830      -0.046658     -0.007791     -0.007581     -0.007806
   89393    20120831      -0.012566      0.005875      0.005303      0.005073
   89393    20120904      -0.063463      0.000683      0.003257     -0.001166
   89393    20120905      -0.017343     -0.000603     -0.000701     -0.001068
   89393    20120906       0.030750      0.019456      0.013690      0.020436
   89393    20120907       0.000176      0.005651      0.006500      0.004050
   89393    20120910      -0.013060     -0.005680     -0.001847     -0.006148
   89393    20120911       0.022175      0.003425      0.004919      0.003135
   89393    20120912       0.000875      0.002643      0.003966      0.002093
